idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
178358,Mango Mojito,,Fruity,,Cocktail,Alcoholic,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,Lime,Mango,Mint,White Rum,Ice,Soda Water,Mango,,,,,,,,,3,1 Fresh,Sprig,200 ml,cubes,Top,Garnish with,,,,,,,,,https://www.instagram.com/p/COVlG8TMZYU,,No,
15841,Mojito Extra,,,,Cocktail,Alcoholic,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,,,,,1/2 handful ,3 cl ,1/8 L Jamaican ,1/8 L ,8 drops ,,,,,,,,,,,,,No,2016-11-04 09:24:43
17189,Monkey Gland,,"IBA,Classic",https://www.youtube.com/watch?v=rWxo9gsddXQ,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Gin,Benedictine,Orange juice,Grenadine,,,,,,,,,,,,2 oz ,1 tsp ,1/2 oz ,1 tsp ,,,,,,,,,,,,,,No,2017-09-02 12:11:31
14842,Midnight Mint,,,,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Baileys irish cream,White Creme de Menthe,Cream,,,,,,,,,,,,,1 oz ,3/4 oz ,3/4 oz double ,,,,,,,,,,,,,,,No,2015-09-02 16:38:30
17188,Mary Pickford,,"IBA,Classic",https://www.youtube.com/watch?v=fw9C11NOI70,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 tsp ,1/2 tsp ,1 ,,,,,,,,,,,,,No,2017-09-02 12:09:17
11798,Monkey Wrench,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,Light rum,Grapefruit juice,Bitters,,,,,,,,,,,,,1 1/2 oz ,3 oz ,1 dash ,,,,,,,,,,,,,,,Yes,2017-09-02 12:55:14
14053,Mother's Milk,,,,Shot,Alcoholic,Shot glass,"Shake over ice, strain. Serves two.",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Goldschlager,Butterscotch schnapps,Milk,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,2017-09-08 16:43:19
13825,Midnight Manx,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",https://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Kahlua,Baileys irish cream,Goldschlager,Heavy cream,Coffee,,,,,,,,,,,1 oz ,1 oz ,dash ,2 oz ,2 oz Hazlenut ,,,,,,,,,,,,,No,2015-09-02 16:37:11
15224,Malibu Twister,,,,Cocktail,Alcoholic,Highball glass,"Add rum & trister then, add cranberry jucie,stir",https://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Malibu rum,Tropicana,Cranberry juice,,,,,,,,,,,,,2 parts ,2 parts ,1 part ,,,,,,,,,,,,,,,No,2017-09-08 16:42:01
11766,Midnight Cowboy,,,,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Bourbon,Dark rum,Heavy cream,,,,,,,,,,,,,2 oz ,1 oz ,1/2 oz ,,,,,,,,,,,,,,,No,2015-09-02 16:35:33
178355,Mountain Bramble,,"Dark, Fruity",,Cocktail,Alcoholic,Old-fashioned glass,"Muddle the blackberries in a tumbler glass. Mix the Gin, lemon juice and sugar syrup in a shaker and strain over chopped ice. Top with Soda water and garnish with more blackberries and some mint",https://www.thecocktaildb.com/images/media/drink/stwiva1619704025.jpg,Gin,Lemon Juice,Sugar Syrup,Blackberries,Soda Water,Mint,,,,,,,,,,2 oz,0.75 oz,0.75 oz,Ground,Top,Garnish with,,,,,,,,,,https://www.instagram.com/p/COOkFlvL-7f/,,No,
11720,Martinez Cocktail,,,,Cocktail,Alcoholic,Cocktail glass,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Gin,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,,,,,,,1 oz ,1 oz ,1/4 tsp ,1 dash ,1 ,,,,,,,,,,,,,No,2015-08-18 15:00:52
12744,Microwave Hot Cocoa,,,,Cocoa,Non alcoholic,Coffee mug,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",https://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Sugar,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,,,,,,,5 tblsp ,3 tblsp ,1 dash ,3 tblsp hot ,2 cups ,1/4 tsp ,,,,,,,,,,,,No,2017-02-20 15:05:51
12716,Mango Orange Smoothie,,,,Other / Unknown,Non alcoholic,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Mango,Orange,,,,,,,,,,,,,,1 ,2 ,,,,,,,,,,,,,,,,No,2017-02-20 15:12:01
11786,Mississippi Planters Punch,,,,Ordinary Drink,Alcoholic,Collins glass,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Brandy,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,Juice of 1/2,1 tblsp,,,,,,,,,,,,,No,2015-08-18 15:18:51
11003,Negroni,,"IBA,Classic",https://www.youtube.com/watch?v=Y4LH0FQlU8Q,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11003,TheCocktailDB.com,Yes,2015-08-18 15:12:07
11844,New York Sour,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ," (Claret)
",,,,,,,,,,,,,,No,2017-09-08 15:59:55
13861,Nutty Irishman,,,,Shake,Alcoholic,Highball Glass,Serve over ice,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Baileys irish cream,Frangelico,Milk,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,,,No,2015-09-03 03:40:14
13192,National Aquarium,,,,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,2 oz ,1 splash ,,,,,,,,,,,,No,2017-08-24 09:57:01
13204,New York Lemonade,,,,Cocktail,Alcoholic,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Absolut Citron,Grand Marnier,Lemon juice,Club soda,,,,,,,,,,,,2 oz ,1 oz ,2 oz sweetened ,1 oz ,,,,,,,,,,,,,,No,2017-08-24 10:04:33
12746,Nuked Hot Chocolate,,,,Cocoa,Non alcoholic,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,,,,,2 tsp ,1 tsp ,1/2 tsp ,12 oz ,,,,,,,,,,,,,,No,2017-02-20 15:05:43
11872,Orgasm,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,Creme de Cacao,Amaretto,Triple sec,Vodka,Light cream,,,,,,,,,,,1/2 oz white ,1/2 oz ,1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,No,2017-09-08 16:55:14
17827,Old Pal,,,,Cocktail,Alcoholic,Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,Rye whiskey,Campari,Dry Vermouth,,,,,,,,,,,,,2 oz,1 oz,1 oz,,,,,,,,,,,,,,,No,2018-03-22 23:23:30
178371,Old Cuban,,,,Cocktail,Alcoholic,Cocktail glass,"Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.",https://www.thecocktaildb.com/images/media/drink/eo8gfx1699022995.jpg,White Rum,Sugar Syrup,Lime Juice,Angostura Bitters,Prosecco,,,,,,,,,,,2 oz,1 oz,1 oz,2 dashes,2 oz,,,,,,,,,,,Instagram,,No,
12618,Orangeade,,,,Cocktail,Non alcoholic,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,,,,,5 cl ,15 cl ,2-3 cl ,,,,,,,,,,,,,,,No,2015-09-02 05:22:12
16995,Orange Whip,,,,Other / Unknown,Alcoholic,Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Orange juice,Rum,Vodka,Cream,Ice,,,,,,,,,,,4 oz ,1 oz ,1 oz ,1 package ,Over ,,,,,,,,,,,,,No,2016-02-03 15:52:39
15330,Orange Crush,,,,Shot,Alcoholic,Shot glass,Add all ingredients to tumbler-Pour as shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,Vodka,Triple sec,Orange juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,2017-09-08 16:52:06
11870,Orange Oasis,,,,Ordinary Drink,Alcoholic,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,4 oz ,,,,,,,,,,,,,,,Yes,2015-09-02 05:25:23
11001,Old Fashioned,,"IBA,Classic,Alcoholic,Expensive,Savory",https://www.youtube.com/watch?v=YsE_igrPXZs,Cocktail,Alcoholic,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Bourbon,Angostura bitters,Sugar,Water,,,,,,,,,,,,4.5 cL,2 dashes,1 cube,dash,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11001-Old-Fashioned-Cocktail,Dave M,Yes,2016-11-04 09:46:42
13499,Oreo Mudslide,,,,Ordinary Drink,Alcoholic,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,Vodka,Kahlua,Baileys irish cream,Vanilla ice-cream,Oreo cookie,,,,,,,,,,,1 oz ,1 oz ,1 oz ,2 scoops ,1 ,,,,,,,,,,,,,No,2016-07-19 11:43:37
17266,Oatmeal Cookie,,,,Cocktail,Alcoholic,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,Kahlua,Baileys irish cream,Butterscotch schnapps,Jagermeister,Goldschlager,,,,,,,,,,,2 parts,2 parts,4 parts,1 part,1/2 part,,,,,,,,,,,,,No,2018-01-12 21:31:33
